ID,Variant,Tiktok Category,Num. of Orders,VLOOKUP Name,Category,Sub-category,Product Name,Product Variant,Brand,Pack Size
1734142023687439663,Mặc định,Trà,12,[ĐỘC QUYỀN HOÀNG MÈO]x[SET TRÀ SẮC XUÂN THẢO MỘC] KINKA Trà thảo mộc - Hộp 50g (2g x 25 túi),Trà & Cà phê,Trà thảo mộc,,,,
1732643907999728943,Túi zip 60 gói (Tiết kiệm hơn),Trà,2,"Diabetea KINKA Trà Hoa Vàng Gia Lai & Dây Thìa Canh - Trà Túi lọc 40g (20 gói x 2g) - Chứng Nhận ISO, HACCP, VietGAP",Trà & Cà phê,Trà thảo mộc,Trà hoa vàng Dây Thìa Canh,Hộp 40g,Kinka,0.04
1732648365763953967,No. 33,Đồ tắm & Chăm sóc cơ thể,2,[HÀNG CHÍNH HÃNG] SiMee Sữa Tắm Gội Nước Hoa Nam 2in1 - Tiện Lợi Nam Tính Cuốn Hút 600ml - No.33 & No.602,Chăm sóc cá nhân,Sữa tắm gội nam,Sữa tắm gội nam No.33,Chai 600ml,SiMee,0.6
1732791970731558191,Chanh,Đồ vệ sinh nhà cửa,6,"[HÀNG CHÍNH HÃNG] Nước rửa chén REVY CAN TO 3.8KG - Thành phần công nghệ ion đột phá - Hương trà xanh, Hương chanh, Hương dưa lưới, Hương sả gừng",Chăm sóc gia đình,Nước rửa chén,Nước rửa chén Chanh,Can 3.8kg,Revy,3.8
1732644672445252911,Hoa Hạ,Đồ vệ sinh nhà cửa,3,[HÀNG CHÍNH HÃNG] Revy Nước Giặt Xả 2 trong 1 - Chai 2 kg - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Hạ,Chai 2kg,Revy,2
1732817455923168559,Hoa Hạ,Đồ vệ sinh nhà cửa,6,[HÀNG CHÍNH HÃNG] Revy Túi Nước Giặt Xả 2 trong 1 - 3.2kg - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Hạ,Túi 3.2kg,Revy,3.2
1732644672445121839,Hoa Nắng,Đồ vệ sinh nhà cửa,2,[HÀNG CHÍNH HÃNG] Revy Nước Giặt Xả 2 trong 1 - Chai 2 kg - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Nắng,Chai 2kg,Revy,2
1732813660888991023,Hoa Nắng,Đồ vệ sinh nhà cửa,1,[HÀNG CHÍNH HÃNG] COMBO 2 Túi Nước Giặt Xả Revy 2 trong 1 - 3.2kg x 2 - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Nắng,Combo 6.4kg,Revy,6.4
1732817455923037487,Hoa Nắng,Đồ vệ sinh nhà cửa,13,[HÀNG CHÍNH HÃNG] Revy Túi Nước Giặt Xả 2 trong 1 - 3.2kg - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Nắng,Túi 3.2kg,Revy,3.2
1732644594749769007,Hoa Xuân,Đồ vệ sinh nhà cửa,1,Revy Nước Giặt Xả 2 trong 1 - TÚI 3.2kg - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Xuân,Túi 3.2kg,Revy,3.2
1732644672445187375,Hoa Xuân,Đồ vệ sinh nhà cửa,22,[HÀNG CHÍNH HÃNG] Revy Nước Giặt Xả 2 trong 1 - Chai 2 kg - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Xuân,Chai 2kg,Revy,2
1732813660889056559,Hoa Xuân,Đồ vệ sinh nhà cửa,2,[TẶNG GẤU BÔNG] COMBO 2 Túi Nước Giặt Xả Revy 2 trong 1 - 3.2kg x 2 - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Xuân,Combo 6.4kg,Revy,6.4
1732817455923103023,Hoa Xuân,Đồ vệ sinh nhà cửa,35,[HÀNG CHÍNH HÃNG] Revy Túi Nước Giặt Xả 2 trong 1 - 3.2kg - Công Nghệ ION Đột Phá Làm Sạch Hiệu Quả Mềm Vải Hương Thơm Mát Tiết Kiệm Thời Gian & Công Sức,Chăm sóc gia đình,Nước giặt xả 2-in-1,Nước giặt xả 2-in-1 Hoa Xuân,Túi 3.2kg,Revy,3.2
1732644396666291503,Hương Chanh,Đồ vệ sinh nhà cửa,1,"[HÀNG CHÍNH HÃNG] Nước rửa chén REVY 800g - Thành phần công nghệ ion đột phá - Hương trà xanh, Hương chanh, Hương dưa lưới, Hương sả gừng",Chăm sóc gia đình,Nước rửa chén,Nước rửa chén Chanh,Chai 800g,Revy,0.8
1732647804799321391,Rosé,Đồ vệ sinh nhà cửa,1,"Revy Nước Xả Vải - Túi 3.2kg Hương Rosé & Bella - Công Nghệ ION Đột Phá, Giữ Màu Sợi Mềm Mại, Lưu hương bền lâu cả ngày, Hương thơm tinh tế",Chăm sóc gia đình,Nước xả vải,Nước xả vải Rosé,Túi 3.2kg,Revy,3.2
1732647860664304943,Rosé,Đồ vệ sinh nhà cửa,1,"[HÀNG CHÍNH HÃNG] Revy Nước Xả Vải 2kg Hương Rosé & Bella - Công Nghệ ION Đột Phá, Giữ Màu Sợi Mềm Mại, Lưu hương bền lâu cả ngày, Hương thơm tinh tế",Chăm sóc gia đình,Nước xả vải,Nước xả vải Rosé,Chai 2kg,Revy,2
1732791970731623727,Trà xanh,Đồ vệ sinh nhà cửa,1,"[HÀNG CHÍNH HÃNG] Nước rửa chén REVY CAN TO 3.8KG - Thành phần công nghệ ion đột phá - Hương trà xanh, Hương chanh, Hương dưa lưới, Hương sả gừng",Chăm sóc gia đình,Nước rửa chén,Nước rửa chén Trà Xanh,Can 3.8kg,Revy,3.8
